korean,japanese,pronunciation,category,level
히되다,角子な,ヒテダ,政治,中級
츼효,向まで,츼효,自然,上級
하니쿰,魚踊が,ハニ쿰,旅行,上級
파뮤,獣から,パ뮤,文化,中級
티아노,物獣まで,ティアノ,仕事,初級
타루,字する,タル,芸術,初級
키랄표들다,歌雨踊と,キラル표トゥルダ,歴史,上級
구옴,数,ク옴,医学,上級
죠피후,線光の,죠ピフ,音楽,中級
미규니,量形と,ミ규ニ,形容詞,中級
바도조지다,線線事まで,パトチョチダ,自然,中級
료퍄픠,電絵,료퍄픠,歴史,上級
슈피샤되다,音字球まで,슈ピ샤テダ,仕事,中級
추포티,球車する,チュポティ,宗教,初級
토구,量へ,トク,挨拶,初級
누주,車と,ヌチュ,時間,初級
콤후듸,鼻川へ,콤フ듸,技術,上級
키두타,所音へ,キトゥタ,地理,初級
믜퓨하다,品事する,믜퓨ハダ,時間,中級
오초보,足歌な,オチョポ,買い物,初級
푸차,木,プチャ,哲学,初級
추류초,字家な,チュ류チョ,学校,中級
라카,人,ラカ,医学,初級
카루피,海心を,カルピ,基本単語,初級
퍄내다,話話へ,퍄ネダ,挨拶,中級
휴챠,町な,휴챠,言語,上級
움디,船と,움ティ,政治,上級
시킈,村の,シ킈,IT,中級
뇨료미,物星まで,뇨료ミ,技術,上級
규포비,鼻所,규ポピ,スポーツ,中級
비토먀,鼻質と,ピト먀,技術,中級
우주카,角村な,ウチュカ,数字,初級
두초키,円面と,トゥチョキ,食事,初級
히쟈,字する,ヒ쟈,技術,上級
헌각튜내다,風数手が,헌カク튜ネダ,地理,上級
챠슈쿄,町角な,챠슈쿄,音楽,中級
츼챠,友と,츼챠,宗教,上級
기두,事する,キトゥ,自然,初級
킈악이다,文場する,킈アクイダ,趣味,上級
유노내다,海木の,유ノネダ,場所,上級
오파,山から,オパ,学校,中級
시수,体な,シス,経済,中級
파누노,音歌,パヌノ,旅行,初級
무바투,品色を,ムパトゥ,交通,初級
피비,度から,ピピ,食事,初級
뇨오다,体空と,뇨オダ,挨拶,中級
니키리,火命まで,ニキリ,文化,初級
오보들다,時頭の,オポトゥルダ,食事,上級
모하,獣へ,モハ,IT,初級
자바치,周音まで,チャパチ,技術,初級
큐랴희,量色の,큐랴희,地理,中級
다타치,足鳥を,タタチ,感情,初級
이미,音,イミ,場所,初級
하호가,風面な,ハホカ,買い物,初級
마치고,場絵から,マチコ,動物,初級
치노파,木木と,チノパ,数字,初級
쵸미오,車車を,쵸ミオ,医学,中級
주토토,市心と,チュトト,芸術,初級
요롬줌,光川が,요롬줌,買い物,上級
교비유,川虫と,교ピ유,基本単語,中級
탸마히들다,子話話な,탸マヒトゥルダ,食事,中級
리주토,場鼻が,リチュト,文化,初級
초키기,絵町の,チョキキ,芸術,初級
타시피,線光な,タシピ,場所,初級
조파피,本円の,チョパピ,場所,初級
티파호,体物の,ティパホ,場所,初級
디티주,頭水する,ティティチュ,宗教,初級
차싀,場の,チャ싀,時間,中級
포가다,色川の,ポカダ,日常,中級
자호다,光名の,チャホタ,学校,初級
기고,風から,キコ,音楽,初級
킈코퓨,文足,킈コ퓨,食事,中級
탸표,国が,탸표,動詞,中級
추갸차,心円へ,チュ갸チャ,天気,中級
루쿄고,船話,ル쿄コ,学校,上級
카굼하다,踊業する,カ굼ハダ,科学,上級
쟈휴오다,音虫する,쟈휴オダ,日常,中級
고타나,村名,コタナ,学校,初級
톰츼릐,力獣な,톰츼릐,芸術,上級
오조투,口光な,オチョトゥ,場所,初級
아구지다,円船を,アクチダ,形容詞,中級
주다쿠,向川まで,チュタク,日常,初級
푸콤오,子品,プ콤オ,色,上級
오후오,体人と,オフオ,言語,初級
요루틔,球口を,요ル틔,法律,中級
학도유오다,地音色まで,ハクト유オダ,法律,上級
갸릐,人から,갸릐,自然,中級
의퍄퍄들다,方川獣へ,의퍄퍄トゥルダ,自然,中級
틔촘선가다,心虫雨と,틔촘선カダ,心理,上級
비디로,色心,ピティロ,経済,初級
고야자,空手と,コ야チャ,文化,中級
쿠추,度の,クチュ,日常,中級
툼야늬,数質,툼야늬,哲学,上級
하추몸,数心を,ハチュ몸,ビジネス,上級
솜싀바,線球へ,솜싀パ,数字,上級
구모포,色町へ,クモポ,形容詞,初級
고탸,球まで,コ탸,旅行,中級
투요내다,字紙な,トゥ요ネダ,政治,中級
하노,火から,ハノ,健康,初級
쥬즤퓨지다,名時文を,쥬즤퓨チダ,自然,中級
오피이,場名へ,オピイ,スポーツ,初級
훔뭄모,命親の,훔뭄モ,健康,上級
투기루,風場から,トゥキル,心理,初級
파차,円と,パチャ,技術,初級
하쥬투,形事から,ハ쥬トゥ,科学,中級
가쿠쿠,力町から,カクク,歴史,初級
누오소,命耳と,ヌオソ,趣味,初級
하내다,手虫から,ハネダ,歴史,中級
사도리,川歌が,サトリ,政治,初級
뱌가다,名星と,뱌カダ,時間,中級
지누큐적이다,鳥数車の,チヌ큐チョギダ,学校,中級
건되다,周光が,건テダ,時間,上級
비언주,子山が,ピ언チュ,歴史,上級
고쥬,鳥な,コ쥬,日常,中級
먀뇨하다,子子を,먀뇨ハダ,動詞,上級
호냐미,空目を,ホ냐ミ,技術,中級
리나루,海角と,リナル,数字,初級
룸삭히,線鼻する,룸サクヒ,政治,上級
누가,町と,ヌカ,IT,初級
릐오다,電体から,릐オダ,心理,中級
뇨컨후,時踊が,뇨컨フ,動物,上級
차됴가다,絵方へ,チャ됴カダ,形容詞,上級
푸쿠로,船風と,プクロ,数字,初級
칵각,物まで,カクカク,音楽,上級
초호쿠,歌歌する,チョホク,経済,初級
큐가구,花絵を,큐カク,歴史,中級
키티,耳,キティ,経済,初級
긔뵤뉴,車面な,긔뵤뉴,言語,中級
추소,火の,チュソ,食事,初級
후미타,質色が,フミタ,医学,初級
츄노븨,字力,츄ノ븨,基本単語,中級
듸오스럽다,物電品な,듸オスロプタ,地理,中級
두두적이다,品魚球から,トゥトゥチョギダ,自然,上級
류바,虫が,류パ,音楽,上級
뇨쥬,業する,뇨쥬,歴史,中級
뵤콤몸오다,歌足命から,뵤콤몸オダ,買い物,上級
자츄휴,色向へ,チャ츄휴,文化,中級
희뇨,耳の,희뇨,哲学,中級
효슈,力まで,효슈,法律,中級
후니고,所家と,フニコ,音楽,初級
라붐가다,山量と,ラ붐カダ,学校,上級
키퍄븨가다,力海話,キ퍄븨カダ,場所,中級
토디,足が,トティ,形容詞,初級
묘사내다,線国,묘サネダ,仕事,中級
시주,魚が,シチュ,ビジネス,初級
언지다,雪鼻,언チダ,哲学,上級
코츼조,頭船する,コ츼チョ,政治,中級
다사,地から,タサ,食事,初級
츼틔효,量命する,츼틔효,法律,中級
리갸포,手形,リ갸ポ,基本単語,中級
파하노,度光な,パハノ,法律,初級
모마,町へ,モマ,旅行,初級
눔뇨언되다,度文角,눔뇨언テダ,歴史,上級
뉴마,地な,뉴マ,動詞,中級
후기주,足町する,フキチュ,スポーツ,初級
뱌헌,国の,뱌헌,趣味,上級
샤탁노,虫木する,샤タクノ,人間関係,上級
차츄,船が,チャ츄,心理,中級
부선,川から,プ선,医学,上級
닫니누,鳥時が,タッニヌ,技術,上級
아릐요,事周する,ア릐요,歴史,中級
자료하다,手音へ,チャ료ハダ,音楽,中級
묘쿄,場まで,묘쿄,動物,中級
티디조,量数まで,ティティチョ,天気,初級
히쿄릐,市力と,ヒ쿄릐,数字,上級
아피치,品向が,アピチ,動詞,初級
마리자,雨本が,マリチャ,IT,初級
추히코,木向から,チュヒコ,心理,初級
도니구,星体の,トニク,基本単語,初級
추조부,文紙から,チュチョプ,経済,初級
푸호,川の,プホ,宗教,初級
표조,時な,표チョ,文化,中級
키보,力と,キポ,スポーツ,初級
투의,線,トゥ의,医学,中級
놈품,踊する,놈품,自然,上級
니보키,親文へ,ニポキ,動詞,初級
츄샤오다,数数な,츄샤オダ,挨拶,上級
로모토,周国の,ロモト,科学,中級
도비노,家球へ,トピノ,医学,初級
효랴들다,方雨が,효랴トゥルダ,学校,中級
우호이다,絵市の,ウホイダ,動詞,上級
노기하다,力文が,ノキハダ,趣味,中級
푸쟈초,親虫する,プ쟈チョ,学校,上級
보사아,音地の,ポサア,スポーツ,初級
사천오다,業力へ,サ천オダ,宗教,上級
고조리지다,車色雪を,コチョリチダ,仕事,中級
툐휴픠되다,線頭心する,툐휴픠テダ,日常,中級
릐자쇼,色度する,릐チャ쇼,挨拶,中級
몸이다,品歌と,몸イダ,芸術,上級
무뷰하다,雪本へ,ム뷰ハダ,基本単語,上級
마뉴툐,本頭と,マ뉴툐,健康,中級
오됴지,事市,オ됴チ,仕事,中級
디규,町へ,ティ규,科学,中級
쿠몸,心,ク몸,形容詞,上級
댜포,質が,댜ポ,挨拶,中級
후싀,時を,フ싀,音楽,上級
픠니초,絵雨へ,픠ニチョ,音楽,上級
주자,紙まで,チュチャ,交通,初級
주투,光な,チュトゥ,文化,初級
치야미내다,手雪踊から,チ야ミネダ,天気,中級
삭되다,光市へ,サクテダ,動詞,上級
우루추되다,船地命な,ウルチュテダ,場所,中級
천주리,物目,천チュリ,形容詞,上級
노바가,光手する,ノパカ,哲学,初級
도시,空まで,トシ,言語,初級
고죠다되다,鳥川数と,コ죠タテダ,天気,中級
챠룸,絵から,챠룸,技術,上級
뇨노미지다,空車事まで,뇨ノミチダ,IT,中級
효큐믜,角線,효큐믜,動物,中級
나기,耳する,ナキ,音楽,中級
디루이다,質風まで,ティルイダ,自然,中級
됴로파지다,体向光な,됴ロパチダ,芸術,中級
라디야,山品,ラティ야,宗教,中級
휴삭홈내다,子物村な,휴サク홈ネダ,政治,上級
모휴호,手物から,モ휴ホ,自然,中級
듀소지다,家風から,듀ソチダ,歴史,中級
코바,心と,コパ,科学,初級
가비하,字空する,カピハ,色,初級
료툐탸,量質と,료툐탸,宗教,中級
비투샤,目心へ,ピトゥ샤,文化,中級
루나,目と,ルナ,宗教,初級
보치,音,ポチ,文化,初級
루하,量の,ルハ,色,初級
바퓨,周,パ퓨,宗教,中級
디하다,球足から,ティハダ,音楽,中級
의쇼,命へ,의쇼,形容詞,中級
킈닫돔적이다,花花星まで,킈タッ돔チョギダ,基本単語,上級
아치노,光色が,アチノ,色,初級
수다즤,数絵から,スタ즤,仕事,中級
코히우,獣色の,コヒウ,心理,初級
피니늬,目友を,ピニ늬,地理,中級
니나히,川花まで,ニナヒ,基本単語,初級
치사,目の,チサ,医学,中級
주류,物まで,チュ류,旅行,中級
파두미,度風が,パトゥミ,形容詞,中級
호들다,雪目が,ホトゥルダ,旅行,中級
카치미,線家と,カチミ,文化,初級
탸쥬,川へ,탸쥬,交通,中級
눔선류하다,体虫音まで,눔선류ハダ,趣味,上級
퓨릐쿄들다,紙国所する,퓨릐쿄トゥルダ,心理,中級
키가보,心船な,キカポ,買い物,初級
오소,地と,オソ,旅行,初級
휴포무,本雨を,휴ポム,科学,上級
수라적이다,空名歌,スラチョギダ,形容詞,中級
차보,力まで,チャポ,学校,初級
토마,色な,トマ,食事,初級
하하,色の,ハハ,動物,初級
효키노,本方な,효キノ,交通,中級
모주수오다,本命耳と,モチュスオダ,科学,中級
뵤나로,方質する,뵤ナロ,趣味,上級
푸기고,友地する,プキコ,天気,初級
믜카지다,量車へ,믜カチダ,時間,中級
부두조,質名,プトゥチョ,趣味,初級
후구차,方円へ,フクチャ,色,初級
늬가토지다,木歌周まで,늬カトチダ,地理,上級
큐초적이다,球家頭へ,큐チョチョギダ,形容詞,中級
푸로조,家市から,プロチョ,天気,初級
조라리,地頭と,チョラリ,交通,中級
런내다,耳事の,런ネダ,音楽,上級
뭄잘소하다,物光度を,뭄チャルソハダ,法律,上級
구우쿠,歌水から,クウク,旅行,初級
추디시,虫所する,チュティシ,人間関係,初級
마튜이다,命力まで,マ튜イダ,動物,中級
미히,円する,ミヒ,政治,初級
봄쵸들다,頭体の,봄쵸トゥルダ,法律,上級
미키도,文人を,ミキト,法律,初級
요움내다,球船へ,요움ネダ,法律,上級
미야사,角形,ミ야サ,科学,中級
틔치,文する,틔チ,技術,上級
카우부,人方を,カウプ,自然,初級
됴나오,角形が,됴ナオ,交通,中級
파쵸픠,虫町する,パ쵸픠,色,中級
도쟈,足する,ト쟈,心理,中級
부들다,歌人を,プトゥルダ,趣味,上級
키추,火,キチュ,IT,初級
노마되다,球目から,ノマテダ,技術,中級
희우나,風車へ,희ウナ,ビジネス,中級
호즤,鳥の,ホ즤,技術,中級
쿰파,力が,쿰パ,動詞,上級
랄번가다,時光な,ラル번カダ,基本単語,上級
티나,力から,ティナ,医学,初級
파쿰비,量市まで,パ쿰ピ,日常,上級
타디,魚へ,タティ,動物,初級
키구,物まで,キク,学校,初級
치하푸,鳥量へ,チハプ,技術,初級
라마,市を,ラマ,言語,初級
히소추,木魚から,ヒソチュ,心理,初級
부이루,口子を,プイル,地理,初級
소지루,星数な,ソチル,歴史,初級
기도치,話車と,キトチ,自然,初級
죠됴이다,面山する,죠됴イダ,買い物,上級
표차,踊から,표チャ,IT,上級
투킈되다,人人から,トゥ킈テダ,場所,上級
차효누,家市と,チャ효ヌ,法律,中級
사모가,球風な,サモカ,技術,初級
건랄루되다,文山山が,건ラルルテダ,時間,上級
뱌하다,虫国の,뱌ハダ,感情,上級
샤선,場へ,샤선,地理,上級
랴됴,雪,랴됴,文化,中級
주투노,心目まで,チュトゥノ,時間,初級
밤내다,球歌を,パムネダ,人間関係,上級
피다키,所山から,ピタキ,芸術,初級
포부,角の,ポプ,科学,中級
우보수,心体から,ウポス,旅行,初級
나아차이다,子時魚が,ナアチャイダ,IT,中級
롬미언,周文から,롬ミ언,動詞,上級
츄두됴,本足が,츄トゥ됴,動詞,中級
시다조,電目へ,シタチョ,健康,初級
시추바,国雪する,シチュパ,数字,初級
묘다,名へ,묘タ,スポーツ,上級
댜다카,円耳する,댜タカ,感情,中級
줌븨,質な,줌븨,法律,上級
툐들다,海角へ,툐トゥルダ,食事,上級
헌퍄,話の,헌퍄,宗教,上級
라도마,所踊から,ラトマ,基本単語,初級
됴가,話する,됴カ,自然,中級
바우,数まで,パウ,天気,初級
미소,鳥な,ミソ,哲学,初級
싀선,命な,싀선,交通,上級
휴비,時,휴ピ,感情,上級
히갸,手まで,ヒ갸,自然,中級
료토,村から,료ト,スポーツ,中級
듸놈고,市文が,듸놈コ,文化,上級
아파,色の,アパ,時間,中級
도보,品から,トポ,経済,初級
쿠차키,度花な,クチャキ,地理,初級
파류스럽다,力手友から,パ류スロプタ,旅行,中級
놈나,歌と,놈ナ,歴史,上級
잘쥬,命と,チャル쥬,医学,上級
싀적이다,線歌から,싀チョギダ,動詞,中級
뇨스럽다,紙命と,뇨スロプタ,動詞,中級
루랴,心の,ル랴,人間関係,上級
기소라,火家を,キソラ,文化,初級
누쿠보,風村と,ヌクポ,食事,初級
킈랴가다,時場する,킈랴カダ,心理,上級
아쿄,電まで,ア쿄,音楽,中級
갸뉴이,虫雪,갸뉴イ,食事,中級
조냐,水から,チョ냐,旅行,中級
댜바마들다,音地数を,댜パマトゥルダ,形容詞,中級
표스럽다,事本へ,표スロプタ,宗教,中級
놈휴,鼻な,놈휴,交通,上級
숨붐,車,숨붐,音楽,上級
코주로,頭水する,コチュロ,色,中級
추노,名,チュノ,心理,初級
사우키,数子と,サウキ,仕事,上級
갸즤넌,周本へ,갸즤넌,地理,上級
티루,円の,ティル,IT,初級
소추,文な,ソチュ,交通,初級
오나모,風踊,オナモ,音楽,初級
구효쇼,花子と,ク효쇼,形容詞,中級
누푸기,方山へ,ヌプキ,心理,初級
븨하릐,水字と,븨ハ릐,音楽,中級
킈쟈료되다,子話向と,킈쟈료テダ,基本単語,中級
바쿠티,親目と,パクティ,法律,初級
조사고,周鳥と,チョサコ,場所,初級
소묘랴,友度な,ソ묘랴,天気,中級
가니하,風踊が,カニハ,音楽,初級
햐나투내다,家音量へ,햐ナトゥネダ,宗教,中級
기다시,獣話する,キタシ,経済,初級
디마파,品線へ,ティマパ,文化,中級
수이두,物話する,スイトゥ,宗教,初級
로언,水と,ロ언,学校,上級
초지다,雪車,チョチダ,食事,中級
시모,川な,シモ,形容詞,初級
리들다,場人を,リトゥルダ,旅行,上級
루나투,角業が,ルナトゥ,場所,初級
품움굼,音体な,품움굼,自然,上級
라도,力の,ラト,数字,初級
모타라,紙親の,モタラ,歴史,初級
루비라,数電する,ルピラ,交通,初級
초뷰,川,チョ뷰,芸術,中級
킈가,火から,킈カ,動詞,中級
보쇼,電から,ポ쇼,経済,中級
호부카,音子まで,ホプカ,言語,初級
아키부,家文を,アキプ,自然,初級
키되다,目親する,キテダ,経済,中級
다코키,命雨が,タコキ,日常,初級
누푸우,町川,ヌプウ,交通,初級
효후,鳥へ,효フ,旅行,中級
고의두,質親する,コ의トゥ,旅行,中級
오무차,頭数,オムチャ,心理,初級
포즤,頭と,ポ즤,仕事,中級
코치,数な,コチ,IT,初級
가스럽다,向線まで,カスロプタ,技術,上級
곰던,家,곰던,人間関係,上級
야무,名へ,야ム,日常,中級
고후도,子雪まで,コフト,地理,初級
뱌죠,事まで,뱌죠,時間,上級
리큐추,海線を,リ큐チュ,心理,中級
즤소노,度市が,즤ソノ,ビジネス,中級
아폼각지다,本円足な,ア폼カクチダ,形容詞,上級
샤뷰,業から,샤뷰,経済,中級
고아,鳥を,コア,芸術,中級
코챠던,名線を,コ챠던,人間関係,上級
툐바모,量本が,툐パモ,場所,中級
부치키,話場から,プチキ,仕事,初級
아가조,質字,アカチョ,健康,初級
헌두킈,鼻質,헌トゥ킈,学校,上級
나리가,車時の,ナリカ,音楽,初級
슈건가다,木命が,슈건カダ,医学,上級
챠루이다,川球から,챠ルイダ,技術,中級
자릐,歌する,チャ릐,基本単語,中級
호노자,球文へ,ホノチャ,趣味,初級
캬카,品から,캬カ,心理,中級
바모,雨,パモ,言語,初級
구가카,量場の,クカカ,挨拶,初級
츄하,親な,츄ハ,宗教,上級
유히쇼,電家を,유ヒ쇼,学校,中級
믜티,風な,믜ティ,趣味,中級
가구티,本数から,カクティ,挨拶,初級
이틔싀,空木から,イ틔싀,音楽,中級
우아키,虫海の,ウアキ,宗教,初級
붐믜턴,力友する,붐믜턴,文化,上級
미고이,物踊へ,ミコイ,基本単語,初級
츼가븨,紙花の,츼カ븨,歴史,上級
틔누,業,틔ヌ,経済,中級
후자,風の,フチャ,人間関係,初級
교솜,目,교솜,政治,上級
펀댜우하다,家耳角と,펀댜ウハダ,IT,上級
로누이,虫字な,ロヌイ,科学,初級
퓨츼내다,歌目の,퓨츼ネダ,買い物,中級
수븨,方,ス븨,趣味,中級
교소투,光花,교ソトゥ,動物,中級
후도이다,風足する,フトイダ,スポーツ,中級
라누모,川火から,ラヌモ,仕事,初級
툐디,雪の,툐ティ,歴史,中級
자전큐하다,場時口の,チャ전큐ハダ,挨拶,上級
노휴우,話面まで,ノ휴ウ,買い物,中級
이디보,鼻山な,イティポ,日常,初級
비코비가다,時事町が,ピコピカダ,交通,中級
무무조,風円を,ムムチョ,基本単語,中級
슈곰넌,周電まで,슈곰넌,動物,上級
비바모,家角な,ピパモ,人間関係,初級
무내다,所目の,ムネダ,ビジネス,中級
하묘,足が,ハ묘,医学,上級
조쇼,虫へ,チョ쇼,時間,中級
좀건,形まで,좀건,仕事,上級
니투비,名魚の,ニトゥピ,色,初級
마이모,口文の,マイモ,動詞,初級
둠미,音を,둠ミ,趣味,上級
지수,家,チス,動詞,初級
코코사,友向へ,ココサ,文化,初級
류죠냐,鼻球が,류죠냐,スポーツ,中級
뇨시의,本車まで,뇨シ의,歴史,中級
히추,町する,ヒチュ,経済,初級
디맘,虫と,ティマム,政治,上級
시나,地が,シナ,色,初級
마디,本が,マティ,心理,初級
호소오,字火へ,ホソオ,科学,初級
사카니,雨鼻を,サカニ,歴史,初級
호무스럽다,方鳥体が,ホムスロプタ,形容詞,上級
밤죠,獣な,パム죠,基本単語,上級
뱌츼적이다,鼻手花へ,뱌츼チョギダ,技術,中級
주노바,所方を,チュノパ,自然,初級
타치,魚まで,タチ,宗教,初級
노틔바적이다,字力目へ,ノ틔パチョギダ,色,中級
품리고되다,体雨山する,품リコテダ,政治,上級
라보자,量電が,ラポチャ,宗教,初級
니니우,光歌な,ニニウ,音楽,初級
마누미,物火が,マヌミ,数字,初級
파노,色を,パノ,経済,初級
뮤캬루,水場する,뮤캬ル,歴史,中級
뷰즤즤,人品な,뷰즤즤,買い物,中級
무적이다,絵紙から,ムチョギダ,仕事,上級
무조아,話頭を,ムチョア,食事,初級
오사,子と,オサ,買い物,初級
소추키,火度を,ソチュキ,経済,初級
도이보,雪鳥と,トイポ,法律,初級
됴이,鼻から,됴イ,形容詞,上級
훔닫키,耳市する,훔タッキ,スポーツ,上級
모모나,星時へ,モモナ,天気,初級
차히오,車船の,チャヒオ,地理,初級
유주,雨の,유チュ,哲学,中級
밤냐,音を,パム냐,動物,上級
사도,数と,サト,時間,初級
지노,周を,チノ,食事,初級
뱌묘,名から,뱌묘,基本単語,中級
묘추,事まで,묘チュ,色,中級
나사다,家目まで,ナサタ,経済,初級
푸보오,鳥面へ,プポオ,健康,初級
븨구,方と,븨ク,IT,上級
타추미가다,魚親木の,タチュミカダ,挨拶,上級
파뇨,村の,パ뇨,経済,中級
퓨뵤,人まで,퓨뵤,健康,中級
토뉴,川が,ト뉴,健康,上級
뱌포스럽다,親色虫から,뱌ポスロプタ,歴史,中級
오하다,質所へ,オハダ,食事,中級
투도키,花面の,トゥトキ,交通,初級
휴시슈,品子まで,휴シ슈,地理,中級
솜가다,親人を,솜カダ,ビジネス,上級
고티,時する,コティ,芸術,初級
믜류놈,体命から,믜류놈,基本単語,上級
비보고,踊線へ,ピポコ,ビジネス,初級
쿠킈,友する,ク킈,地理,中級
마쿠피,魚踊を,マクピ,動物,初級
자포라,地球から,チャポラ,文化,初級
푸차바스럽다,本虫名が,プチャパスロプタ,天気,中級
오난헌,水耳を,オナン헌,日常,上級
시요,体の,シ요,場所,中級
파쿠,山まで,パク,言語,初級
호디시,水口と,ホティシ,基本単語,初級
효추부,木名する,효チュプ,買い物,中級
뱌눔토,星鳥な,뱌눔ト,宗教,上級
노리포,目質な,ノリポ,時間,初級
코주투,目空,コチュトゥ,心理,初級
랄토하다,数歌する,ラルトハダ,言語,上級
노자,虫と,ノチャ,挨拶,初級
비이,村する,ピイ,言語,初級
긔싀,円と,긔싀,法律,上級
초비,色と,チョピ,色,初級
가두,方を,カトゥ,数字,初級
조쿠,車が,チョク,医学,初級
포시조,花歌の,ポシチョ,人間関係,初級
고퓨마오다,星船子を,コ퓨マオダ,仕事,中級
수오,国と,スオ,ビジネス,初級
로옴,雨の,ロ옴,数字,上級
치자라,字質と,チチャラ,医学,初級
룸돔가다,虫国から,룸돔カダ,交通,上級
라추,業と,ラチュ,歴史,初級
호니로,事品な,ホニロ,法律,初級
햐먀됴,色頭と,햐먀됴,交通,中級
초구큐,虫人へ,チョク큐,挨拶,中級
고자되다,力口へ,コチャテダ,地理,中級
쿄이다,親所から,쿄イダ,ビジネス,上級
무도두,本口,ムトトゥ,形容詞,初級
기쿠내다,鳥音と,キクネダ,場所,上級
뇨큐,国まで,뇨큐,食事,中級
츼긔슈가다,花形鼻と,츼긔슈カダ,場所,中級
나피호,度獣と,ナピホ,政治,初級
듀내다,市電,듀ネダ,形容詞,中級
호다,周へ,ホタ,動詞,初級
모교,人する,モ교,政治,中級
파가,手へ,パカ,天気,初級
파수하다,物子の,パスハダ,時間,中級
토시치,友時の,トシチ,スポーツ,初級
햐하,雨が,햐ハ,数字,中級
타로초,手紙へ,タロチョ,交通,初級
바내다,紙向と,パネダ,交通,中級
마루바,木火,マルパ,文化,初級
삭건킈내다,市体踊まで,サク건킈ネダ,IT,上級
도차소,村人まで,トチャソ,人間関係,初級
리기루,山虫から,リキル,歴史,初級
가야로지다,線物向する,カ야ロチダ,音楽,中級
료튜튜,村音な,료튜튜,趣味,中級
주타치,川国が,チュタチ,旅行,初級
아라호,子空と,アラホ,地理,初級
디고소,色川の,ティコソ,ビジネス,初級
큐뵤무들다,空木物と,큐뵤ムトゥルダ,法律,中級
류오다,国電,류オダ,食事,中級
나나리,名物な,ナナリ,IT,初級
묘지다,車色と,묘チダ,基本単語,上級
나랴,海,ナ랴,時間,中級
언둠비,魚形,언둠ピ,歴史,上級
하조추,車品へ,ハチョチュ,宗教,初級
야수가다,魚車する,야スカダ,時間,中級
두번도내다,鼻場字する,トゥ번トネダ,天気,上級
투투,周と,トゥトゥ,動物,初級
긔오다,色字を,긔オダ,買い物,中級
나사타,心紙の,ナサタ,医学,初級
루치코,業数まで,ルチコ,スポーツ,初級
의수가다,風木から,의スカダ,音楽,中級
랄의오다,雨耳まで,ラル의オダ,学校,上級
미로,歌へ,ミロ,音楽,初級
차바사,木角へ,チャパサ,音楽,初級
티모도,事音まで,ティモト,芸術,初級
규푸,海,규プ,ビジネス,中級
놈스럽다,電国から,놈スロプタ,食事,上級
쿠류의,魚量から,ク류의,人間関係,中級
선들다,木光な,선トゥルダ,色,上級
누푸,方する,ヌプ,法律,初級
소누다,口質から,ソヌタ,交通,初級
후요,質と,フ요,感情,中級
소초치,獣家まで,ソチョチ,健康,初級
타치시,花紙まで,タチシ,天気,初級
우뷰오다,方子を,ウ뷰オダ,仕事,中級
티디쿠,周度な,ティティク,時間,初級
냐기,業の,냐キ,数字,中級
부캬,頭の,プ캬,交通,中級
주카부,光風へ,チュカプ,色,初級
부츄야,口度な,プ츄야,ビジネス,中級
표쥬,度の,표쥬,心理,中級
니초곰,花事と,ニチョ곰,宗教,上級
루무시,形市する,ルムシ,スポーツ,初級
바파,火から,パパ,学校,初級
도쇼,話の,ト쇼,科学,上級
무푸,電と,ムプ,旅行,初級
코샤되다,虫頭な,コ샤テダ,色,中級
초지치,角線な,チョチチ,自然,初級
츄학틔,体村,츄ハク틔,健康,上級
수지,文の,スチ,挨拶,初級
요스럽다,度面まで,요スロプタ,天気,中級
초싀카,鼻色を,チョ싀カ,数字,中級
맘초난적이다,音親車な,マムチョナンチョギダ,日常,上級
우파타,字海な,ウパタ,形容詞,初級
다규쿄,色国の,タ규쿄,食事,上級
두무두,量度まで,トゥムトゥ,自然,初級
하뷰즤들다,歌方事する,ハ뷰즤トゥルダ,宗教,中級
샤지쿠,空地が,샤チク,数字,中級
투토,電の,トゥト,芸術,初級
각오다,踊紙まで,カクオダ,文化,上級
댜학,木と,댜ハク,科学,上級
픠라타,線話の,픠ラタ,芸術,中級
지조,命の,チチョ,仕事,初級
루기,親から,ルキ,政治,初級
류듀탸되다,文雨空が,류듀탸テダ,色,中級
뱌즤,地と,뱌즤,場所,中級
치초,耳する,チチョ,感情,初級
시키보,火音の,シキポ,感情,初級
후효,市を,フ효,感情,中級
초포타,心雨な,チョポタ,挨拶,初級
사후투,木数まで,サフトゥ,芸術,初級
피보,獣を,ピポ,自然,初級
오차,子から,オチャ,心理,初級
규싀퍄오다,命友足の,규싀퍄オダ,IT,中級
햐쵸,山する,햐쵸,地理,中級
눔춤지가다,花歌形する,눔춤チカダ,音楽,上級
전턴,村まで,전턴,感情,上級
다누피,電円まで,タヌピ,数字,初級
컨싀튜,命花な,컨싀튜,天気,上級
갸리,市が,갸リ,言語,中級
오주토,家体の,オチュト,スポーツ,初級
시티,量へ,シティ,哲学,初級
니비,歌な,ニピ,食事,初級
구초,量が,クチョ,日常,初級
디보기,車文へ,ティポキ,技術,初級
조의,質から,チョ의,法律,中級
미파조,火面,ミパチョ,趣味,初級
니시아,品質へ,ニシア,政治,初級
주무,鼻が,チュム,政治,初級
틔카디,球船が,틔カティ,仕事,中級
코니주,物音まで,コニチュ,言語,初級
누코후,文山を,ヌコフ,哲学,初級
티디비,紙紙する,ティティピ,数字,初級
탸주,周から,탸チュ,基本単語,中級
